lon;lat;CO;NO;NO2;O3;SO2;PM2_5;PM10;NH3;aqi;date;hour;year;city
41.3888;2.159;201.94;0;0.05;33.26;0.07;1.28;1.52;0.17;1;17/10/2022;19;2022;Barcelona
41.3888;2.159;211.95;0;0.04;36.84;0.11;1.68;1.95;0.18;1;17/10/2022;20;2022;Barcelona
41.3888;2.159;216.96;0;0.04;38.98;0.13;1.97;2.4;0.19;1;17/10/2022;21;2022;Barcelona
41.3888;2.159;213.62;0;0.05;38.98;0.12;2.29;3.27;0.21;1;17/10/2022;22;2022;Barcelona
41.3888;2.159;211.95;0;0.06;38.98;0.12;2.71;4.37;0.2;1;17/10/2022;23;2022;Barcelona
41.3888;2.159;211.95;0;0.07;39.34;0.11;2.84;4.99;0.17;1;18/10/2022;0;2022;Barcelona
41.3888;2.159;210.29;0;0.07;39.34;0.1;2.9;5.57;0.14;1;18/10/2022;1;2022;Barcelona
41.3888;2.159;208.62;0;0.07;39.7;0.1;3.04;6.4;0.13;1;18/10/2022;2;2022;Barcelona
41.3888;2.159;208.62;0;0.07;40.05;0.11;3.17;6.78;0.12;1;18/10/2022;3;2022;Barcelona
41.3888;2.159;210.29;0;0.08;40.05;0.11;3.09;6.13;0.11;1;18/10/2022;4;2022;Barcelona
41.3888;2.159;210.29;0;0.08;40.05;0.11;3.11;6.13;0.11;1;18/10/2022;5;2022;Barcelona
41.3888;2.159;210.29;0;0.09;39.34;0.11;3.19;6.02;0.12;1;18/10/2022;6;2022;Barcelona
41.3888;2.159;210.29;0;0.09;38.98;0.12;3.19;5.67;0.12;1;18/10/2022;7;2022;Barcelona
41.3888;2.159;208.62;0;0.08;39.34;0.12;2.96;5.04;0.11;1;18/10/2022;8;2022;Barcelona
41.3888;2.159;205.28;0;0.05;42.2;0.1;2.18;3.72;0.08;1;18/10/2022;9;2022;Barcelona
41.3888;2.159;201.94;0;0.04;42.56;0.08;1.64;2.96;0.08;1;18/10/2022;10;2022;Barcelona
41.3888;2.159;198.6;0;0.03;41.84;0.08;1.42;2.71;0.08;1;18/10/2022;11;2022;Barcelona
41.3888;2.159;198.6;0;0.02;40.05;0.06;1.16;2.44;0.08;1;18/10/2022;12;2022;Barcelona
41.3888;2.159;198.6;0;0.02;38.27;0.05;1.02;2.28;0.07;1;18/10/2022;13;2022;Barcelona
41.3888;2.159;198.6;0;0.02;37.19;0.05;1;2.24;0.07;1;18/10/2022;14;2022;Barcelona
41.3888;2.159;198.6;0;0.02;36.48;0.05;1.02;2.26;0.08;1;18/10/2022;15;2022;Barcelona
41.3888;2.159;198.6;0;0.03;35.76;0.05;1.04;2.16;0.11;1;18/10/2022;16;2022;Barcelona
41.3888;2.159;198.6;0;0.03;36.12;0.06;1.05;1.97;0.14;1;18/10/2022;17;2022;Barcelona
41.3888;2.159;200.27;0;0.04;37.19;0.07;1.15;1.91;0.17;1;18/10/2022;18;2022;Barcelona
41.3888;2.159;203.61;0;0.04;38.98;0.09;1.22;1.86;0.2;1;18/10/2022;19;2022;Barcelona
41.3888;2.159;205.28;0;0.04;40.41;0.11;1.19;1.89;0.2;1;18/10/2022;20;2022;Barcelona
41.3888;2.159;205.28;0;0.05;41.48;0.11;1.25;2.52;0.19;1;18/10/2022;21;2022;Barcelona
41.3888;2.159;206.95;0;0.06;41.48;0.11;1.59;4.11;0.21;1;18/10/2022;22;2022;Barcelona
41.3888;2.159;206.95;0;0.07;40.77;0.12;2.07;6;0.22;1;18/10/2022;23;2022;Barcelona
41.3888;2.159;206.95;0;0.07;40.41;0.12;2.39;7.04;0.22;1;19/10/2022;0;2022;Barcelona
41.3888;2.159;206.95;0;0.08;40.05;0.11;2.47;7.22;0.22;1;19/10/2022;1;2022;Barcelona
41.3888;2.159;206.95;0;0.08;40.05;0.09;2.47;7.33;0.19;1;19/10/2022;2;2022;Barcelona
41.3888;2.159;210.29;0;0.08;39.7;0.09;2.53;7.61;0.17;1;19/10/2022;3;2022;Barcelona
41.3888;2.159;211.95;0;0.08;38.62;0.08;2.62;7.87;0.16;1;19/10/2022;4;2022;Barcelona
41.3888;2.159;213.62;0;0.09;37.19;0.08;2.77;8.31;0.16;1;19/10/2022;5;2022;Barcelona
41.3888;2.159;213.62;0;0.09;36.12;0.09;3.02;8.61;0.15;1;19/10/2022;6;2022;Barcelona
41.3888;2.159;216.96;0;0.08;35.41;0.1;3.26;9.33;0.16;1;19/10/2022;7;2022;Barcelona
41.3888;2.159;216.96;0;0.06;36.48;0.1;3.21;9.66;0.16;1;19/10/2022;8;2022;Barcelona
41.3888;2.159;216.96;0;0.04;41.48;0.09;2.61;8.4;0.13;1;19/10/2022;9;2022;Barcelona
41.3888;2.159;216.96;0;0.03;44.7;0.07;2.05;6.77;0.12;1;19/10/2022;10;2022;Barcelona
41.3888;2.159;216.96;0;0.02;43.99;0.07;1.83;6.15;0.13;1;19/10/2022;11;2022;Barcelona
41.3888;2.159;223.64;0;0.02;46.49;0.06;1.51;5.17;0.14;1;19/10/2022;12;2022;Barcelona
41.3888;2.159;230.31;0;0.03;50.78;0.05;1.35;4.49;0.14;1;19/10/2022;13;2022;Barcelona
41.3888;2.159;236.99;0.01;0.03;52.21;0.05;1.26;3.97;0.14;1;19/10/2022;14;2022;Barcelona
41.3888;2.159;240.33;0.01;0.04;52.93;0.05;1.23;3.66;0.14;1;19/10/2022;15;2022;Barcelona
41.3888;2.159;240.33;0;0.04;52.93;0.05;1.24;3.55;0.16;1;19/10/2022;16;2022;Barcelona
41.3888;2.159;243.66;0;0.06;53.64;0.05;1.23;3.36;0.19;1;19/10/2022;17;2022;Barcelona
41.3888;2.159;243.66;0;0.07;53.64;0.05;1.24;3.25;0.21;1;19/10/2022;18;2022;Barcelona
41.3888;2.159;243.66;0;0.07;51.5;0.07;1.33;3.53;0.24;1;19/10/2022;19;2022;Barcelona
41.3888;2.159;240.33;0;0.06;49.35;0.08;1.35;3.58;0.26;1;19/10/2022;20;2022;Barcelona
41.3888;2.159;230.31;0;0.07;47.21;0.09;1.41;3.92;0.28;1;19/10/2022;21;2022;Barcelona
41.3888;2.159;226.97;0;0.08;45.78;0.09;1.67;5.11;0.3;1;19/10/2022;22;2022;Barcelona
41.3888;2.159;230.31;0;0.09;43.63;0.09;2;6.39;0.32;1;19/10/2022;23;2022;Barcelona
41.3888;2.159;233.65;0;0.1;42.56;0.09;2.2;7.03;0.32;1;20/10/2022;0;2022;Barcelona
41.3888;2.159;233.65;0;0.1;41.48;0.08;2.3;7.27;0.32;1;20/10/2022;1;2022;Barcelona
41.3888;2.159;233.65;0;0.09;40.77;0.07;2.39;7.59;0.29;1;20/10/2022;2;2022;Barcelona
41.3888;2.159;230.31;0;0.1;39.34;0.07;2.48;7.97;0.27;1;20/10/2022;3;2022;Barcelona
41.3888;2.159;230.31;0;0.1;37.91;0.07;2.56;8.31;0.27;1;20/10/2022;4;2022;Barcelona
41.3888;2.159;233.65;0;0.11;37.19;0.06;2.58;8.5;0.27;1;20/10/2022;5;2022;Barcelona
41.3888;2.159;233.65;0;0.12;36.12;0.07;2.6;8.72;0.29;1;20/10/2022;6;2022;Barcelona
41.3888;2.159;236.99;0.01;0.1;35.76;0.07;2.58;8.89;0.32;1;20/10/2022;7;2022;Barcelona
41.3888;2.159;236.99;0.01;0.06;36.48;0.07;2.53;8.88;0.3;1;20/10/2022;8;2022;Barcelona
41.3888;2.159;236.99;0.01;0.04;41.48;0.07;2.12;7.41;0.19;1;20/10/2022;9;2022;Barcelona
41.3888;2.159;236.99;0;0.03;43.27;0.06;1.81;6.07;0.16;1;20/10/2022;10;2022;Barcelona
41.3888;2.159;233.65;0;0.03;42.2;0.06;1.7;5.59;0.14;1;20/10/2022;11;2022;Barcelona
41.3888;2.159;240.33;0.01;0.04;47.21;0.05;1.44;4.41;0.13;1;20/10/2022;12;2022;Barcelona
41.3888;2.159;243.66;0.01;0.05;52.21;0.04;1.23;3.33;0.13;1;20/10/2022;13;2022;Barcelona
41.3888;2.159;243.66;0.01;0.05;51.5;0.04;1.18;2.89;0.14;1;20/10/2022;14;2022;Barcelona
41.3888;2.159;243.66;0.01;0.06;50.78;0.04;1.18;2.64;0.14;1;20/10/2022;15;2022;Barcelona
41.3888;2.159;240.33;0;0.06;49.35;0.05;1.19;2.44;0.16;1;20/10/2022;16;2022;Barcelona
41.3888;2.159;240.33;0;0.07;48.64;0.05;1.18;2.25;0.18;1;20/10/2022;17;2022;Barcelona
41.3888;2.159;236.99;0;0.08;46.49;0.05;1.19;2.08;0.2;1;20/10/2022;18;2022;Barcelona
41.3888;2.159;230.31;0;0.07;38.62;0.07;1.31;2;0.21;1;20/10/2022;19;2022;Barcelona
41.3888;2.159;216.96;0;0.04;28.61;0.1;1.73;2.28;0.21;1;20/10/2022;20;2022;Barcelona
41.3888;2.159;208.62;0;0.04;26.11;0.13;2.42;3.03;0.2;1;20/10/2022;21;2022;Barcelona
41.3888;2.159;201.94;0;0.08;26.82;0.14;3.54;4.77;0.17;1;20/10/2022;22;2022;Barcelona
41.3888;2.159;200.27;0;0.1;27.18;0.14;4.59;6.84;0.15;1;20/10/2022;23;2022;Barcelona
41.3888;2.159;203.61;0;0.1;29.33;0.12;4.52;7.11;0.14;1;21/10/2022;0;2022;Barcelona
41.3888;2.159;208.62;0;0.1;31.83;0.1;4.11;6.83;0.14;1;21/10/2022;1;2022;Barcelona
41.3888;2.159;210.29;0;0.09;33.26;0.1;4.16;7.38;0.13;1;21/10/2022;2;2022;Barcelona
41.3888;2.159;210.29;0;0.08;33.97;0.1;4.51;8.16;0.12;1;21/10/2022;3;2022;Barcelona
41.3888;2.159;208.62;0;0.08;35.05;0.11;4.73;8.23;0.11;1;21/10/2022;4;2022;Barcelona
41.3888;2.159;208.62;0;0.07;36.84;0.11;4.53;7.57;0.1;1;21/10/2022;5;2022;Barcelona
41.3888;2.159;210.29;0;0.07;38.98;0.11;3.97;6.46;0.1;1;21/10/2022;6;2022;Barcelona
41.3888;2.159;213.62;0;0.07;40.41;0.1;3.3;5.14;0.1;1;21/10/2022;7;2022;Barcelona
41.3888;2.159;213.62;0;0.06;40.77;0.1;2.54;3.83;0.09;1;21/10/2022;8;2022;Barcelona
41.3888;2.159;213.62;0;0.05;41.48;0.09;1.86;2.68;0.08;1;21/10/2022;9;2022;Barcelona
41.3888;2.159;213.62;0;0.04;42.56;0.08;1.76;2.41;0.08;1;21/10/2022;10;2022;Barcelona
41.3888;2.159;213.62;0;0.04;42.2;0.08;1.87;2.54;0.08;1;21/10/2022;11;2022;Barcelona
41.3888;2.159;220.3;0;0.03;43.99;0.07;1.62;2.18;0.07;1;21/10/2022;12;2022;Barcelona
41.3888;2.159;223.64;0;0.04;45.78;0.06;1.2;1.59;0.07;1;21/10/2022;13;2022;Barcelona
41.3888;2.159;226.97;0;0.04;46.49;0.06;0.96;1.25;0.07;1;21/10/2022;14;2022;Barcelona
41.3888;2.159;226.97;0;0.04;47.21;0.06;0.83;1.11;0.08;1;21/10/2022;15;2022;Barcelona
41.3888;2.159;230.31;0;0.04;47.21;0.05;0.78;1.11;0.1;1;21/10/2022;16;2022;Barcelona
41.3888;2.159;230.31;0;0.05;47.92;0.05;0.75;1.05;0.13;1;21/10/2022;17;2022;Barcelona
41.3888;2.159;230.31;0;0.07;47.92;0.06;0.7;0.91;0.15;1;21/10/2022;18;2022;Barcelona
41.3888;2.159;223.64;0;0.06;43.27;0.08;0.77;0.95;0.18;1;21/10/2022;19;2022;Barcelona
41.3888;2.159;216.96;0;0.06;37.55;0.11;0.9;1.11;0.21;1;21/10/2022;20;2022;Barcelona
41.3888;2.159;223.64;0;0.07;40.77;0.11;1.01;1.38;0.23;1;21/10/2022;21;2022;Barcelona
41.3888;2.159;233.65;0;0.08;47.21;0.1;1.16;2.15;0.26;1;21/10/2022;22;2022;Barcelona
41.3888;2.159;233.65;0;0.09;48.64;0.1;1.53;4.06;0.28;1;21/10/2022;23;2022;Barcelona
41.3888;2.159;230.31;0;0.09;47.92;0.1;1.77;5.69;0.28;1;22/10/2022;0;2022;Barcelona
41.3888;2.159;230.31;0;0.08;47.92;0.09;1.71;5.98;0.28;1;22/10/2022;1;2022;Barcelona
41.3888;2.159;230.31;0;0.08;47.21;0.08;1.68;5.87;0.25;1;22/10/2022;2;2022;Barcelona
41.3888;2.159;226.97;0;0.08;45.78;0.08;1.75;6.06;0.24;1;22/10/2022;3;2022;Barcelona
41.3888;2.159;223.64;0;0.09;42.56;0.07;1.9;6.45;0.23;1;22/10/2022;4;2022;Barcelona
41.3888;2.159;223.64;0;0.09;39.7;0.07;2.05;6.85;0.22;1;22/10/2022;5;2022;Barcelona
41.3888;2.159;220.3;0;0.1;36.84;0.07;2.19;7.31;0.23;1;22/10/2022;6;2022;Barcelona
41.3888;2.159;220.3;0.01;0.08;34.69;0.07;2.33;7.77;0.25;1;22/10/2022;7;2022;Barcelona
41.3888;2.159;216.96;0.01;0.05;34.33;0.08;2.43;8.01;0.25;1;22/10/2022;8;2022;Barcelona
41.3888;2.159;220.3;0.01;0.03;40.77;0.08;2.04;6.48;0.14;1;22/10/2022;9;2022;Barcelona
41.3888;2.159;220.3;0;0.02;43.99;0.07;1.65;5.11;0.12;1;22/10/2022;10;2022;Barcelona
41.3888;2.159;220.3;0;0.02;42.92;0.07;1.54;4.65;0.13;1;22/10/2022;11;2022;Barcelona
41.3888;2.159;220.3;0;0.02;44.35;0.06;1.36;3.84;0.13;1;22/10/2022;12;2022;Barcelona
41.3888;2.159;223.64;0;0.02;46.49;0.05;1.17;3.11;0.13;1;22/10/2022;13;2022;Barcelona
41.3888;2.159;223.64;0;0.02;45.42;0.05;1.08;2.82;0.13;1;22/10/2022;14;2022;Barcelona
41.3888;2.159;223.64;0;0.02;41.84;0.05;0.99;2.54;0.16;1;22/10/2022;15;2022;Barcelona
41.3888;2.159;223.64;0;0.03;39.34;0.05;0.88;2.27;0.21;1;22/10/2022;16;2022;Barcelona
41.3888;2.159;223.64;0;0.05;39.34;0.05;0.8;2.1;0.25;1;22/10/2022;17;2022;Barcelona
41.3888;2.159;223.64;0;0.07;40.41;0.05;0.73;2.02;0.29;1;22/10/2022;18;2022;Barcelona
41.3888;2.159;220.3;0;0.08;42.2;0.05;0.64;1.83;0.3;1;22/10/2022;19;2022;Barcelona
41.3888;2.159;220.3;0;0.07;44.7;0.05;0.58;1.62;0.29;1;22/10/2022;20;2022;Barcelona
41.3888;2.159;223.64;0;0.06;46.49;0.05;0.65;1.62;0.27;1;22/10/2022;21;2022;Barcelona
41.3888;2.159;230.31;0;0.07;44.7;0.06;0.82;1.67;0.28;1;22/10/2022;22;2022;Barcelona
41.3888;2.159;230.31;0;0.07;45.06;0.06;1.01;2.29;0.27;1;22/10/2022;23;2022;Barcelona
41.3888;2.159;226.97;0;0.08;43.63;0.06;1.3;3.31;0.28;1;23/10/2022;0;2022;Barcelona
41.3888;2.159;223.64;0;0.09;40.05;0.05;1.48;3.79;0.3;1;23/10/2022;1;2022;Barcelona
41.3888;2.159;220.3;0;0.09;37.19;0.05;1.61;4.06;0.29;1;23/10/2022;2;2022;Barcelona
41.3888;2.159;216.96;0;0.09;34.69;0.05;1.72;4.31;0.28;1;23/10/2022;3;2022;Barcelona
41.3888;2.159;216.96;0;0.1;32.19;0.04;1.83;4.61;0.28;1;23/10/2022;4;2022;Barcelona
41.3888;2.159;213.62;0;0.11;30.04;0.04;1.92;4.87;0.28;1;23/10/2022;5;2022;Barcelona
41.3888;2.159;211.95;0;0.12;28.25;0.04;2;5.16;0.3;1;23/10/2022;6;2022;Barcelona
41.3888;2.159;210.29;0.01;0.1;26.82;0.04;2.03;5.43;0.34;1;23/10/2022;7;2022;Barcelona
41.3888;2.159;210.29;0.01;0.07;27.18;0.05;2.03;5.62;0.34;1;23/10/2022;8;2022;Barcelona
41.3888;2.159;211.95;0.01;0.04;41.84;0.05;1.62;4.55;0.13;1;23/10/2022;9;2022;Barcelona
41.3888;2.159;211.95;0;0.03;47.21;0.04;1.31;3.66;0.11;1;23/10/2022;10;2022;Barcelona
41.3888;2.159;211.95;0;0.02;46.49;0.04;1.19;3.36;0.12;1;23/10/2022;11;2022;Barcelona
41.3888;2.159;213.62;0;0.01;45.42;0.04;1.03;2.92;0.13;1;23/10/2022;12;2022;Barcelona
41.3888;2.159;216.96;0;0.01;45.06;0.04;0.85;2.35;0.13;1;23/10/2022;13;2022;Barcelona
41.3888;2.159;216.96;0;0.01;43.99;0.04;0.75;2.04;0.13;1;23/10/2022;14;2022;Barcelona
41.3888;2.159;216.96;0;0.01;41.48;0.03;0.72;1.94;0.15;1;23/10/2022;15;2022;Barcelona
41.3888;2.159;216.96;0;0.02;38.98;0.03;0.71;1.91;0.19;1;23/10/2022;16;2022;Barcelona
41.3888;2.159;216.96;0;0.04;38.27;0.03;0.68;1.85;0.22;1;23/10/2022;17;2022;Barcelona
41.3888;2.159;216.96;0;0.05;38.62;0.03;0.63;1.72;0.24;1;23/10/2022;18;2022;Barcelona
41.3888;2.159;216.96;0;0.04;39.7;0.03;0.61;1.64;0.25;1;23/10/2022;19;2022;Barcelona
41.3888;2.159;216.96;0;0.04;40.05;0.03;0.62;1.63;0.27;1;23/10/2022;20;2022;Barcelona
41.3888;2.159;211.95;0;0.05;37.55;0.04;0.74;1.64;0.28;1;23/10/2022;21;2022;Barcelona
41.3888;2.159;201.94;0;0.05;30.76;0.05;1.21;2.15;0.27;1;23/10/2022;22;2022;Barcelona
41.3888;2.159;193.6;0;0.06;27.54;0.06;1.93;3.56;0.23;1;23/10/2022;23;2022;Barcelona
41.3888;2.159;191.93;0;0.07;26.82;0.06;2.36;4.77;0.22;1;24/10/2022;0;2022;Barcelona
41.3888;2.159;190.26;0;0.07;26.82;0.06;2.32;4.99;0.21;1;24/10/2022;1;2022;Barcelona
41.3888;2.159;191.93;0;0.08;26.46;0.06;2.22;4.97;0.19;1;24/10/2022;2;2022;Barcelona
41.3888;2.159;193.6;0;0.08;25.75;0.05;2.2;5.07;0.18;1;24/10/2022;3;2022;Barcelona
41.3888;2.159;195.26;0;0.09;24.32;0.05;2.31;5.4;0.19;1;24/10/2022;4;2022;Barcelona
41.3888;2.159;196.93;0;0.09;23.6;0.05;2.45;5.8;0.19;1;24/10/2022;5;2022;Barcelona
41.3888;2.159;200.27;0;0.09;23.6;0.06;2.6;6.2;0.19;1;24/10/2022;6;2022;Barcelona
41.3888;2.159;205.28;0.01;0.07;24.68;0.06;2.69;6.48;0.21;1;24/10/2022;7;2022;Barcelona
41.3888;2.159;211.95;0.01;0.05;26.82;0.07;2.66;6.54;0.2;1;24/10/2022;8;2022;Barcelona
41.3888;2.159;211.95;0;0.03;34.33;0.06;2.08;4.99;0.12;1;24/10/2022;9;2022;Barcelona
41.3888;2.159;208.62;0;0.02;37.19;0.05;1.65;3.87;0.09;1;24/10/2022;10;2022;Barcelona
41.3888;2.159;206.95;0;0.01;36.48;0.05;1.52;3.63;0.1;1;24/10/2022;11;2022;Barcelona
41.3888;2.159;208.62;0;0.01;35.05;0.05;1.36;3.23;0.1;1;24/10/2022;12;2022;Barcelona
41.3888;2.159;208.62;0;0.01;33.62;0.04;1.16;2.7;0.1;1;24/10/2022;13;2022;Barcelona
41.3888;2.159;210.29;0;0.01;32.54;0.04;1.04;2.45;0.11;1;24/10/2022;14;2022;Barcelona
41.3888;2.159;211.95;0;0.01;30.4;0.04;1.01;2.4;0.14;1;24/10/2022;15;2022;Barcelona
41.3888;2.159;211.95;0;0.02;28.61;0.04;1;2.43;0.19;1;24/10/2022;16;2022;Barcelona
41.3888;2.159;211.95;0;0.04;28.25;0.04;0.98;2.42;0.24;1;24/10/2022;17;2022;Barcelona
41.3888;2.159;210.29;0;0.05;28.61;0.04;0.98;2.44;0.27;1;24/10/2022;18;2022;Barcelona
41.3888;2.159;210.29;0;0.04;28.25;0.04;1.01;2.59;0.27;1;24/10/2022;19;2022;Barcelona
41.3888;2.159;210.29;0;0.04;27.89;0.04;1;2.68;0.27;1;24/10/2022;20;2022;Barcelona
41.3888;2.159;210.29;0;0.05;27.18;0.05;1.06;2.76;0.28;1;24/10/2022;21;2022;Barcelona
41.3888;2.159;211.95;0;0.06;26.46;0.06;1.32;3.06;0.3;1;24/10/2022;22;2022;Barcelona
41.3888;2.159;208.62;0;0.07;27.89;0.06;1.54;3.86;0.28;1;24/10/2022;23;2022;Barcelona
41.3888;2.159;206.95;0;0.07;28.97;0.06;1.79;5.04;0.24;1;25/10/2022;0;2022;Barcelona
41.3888;2.159;205.28;0;0.07;28.61;0.06;1.78;5.16;0.21;1;25/10/2022;1;2022;Barcelona
41.3888;2.159;205.28;0;0.07;28.61;0.05;1.63;4.8;0.18;1;25/10/2022;2;2022;Barcelona
41.3888;2.159;203.61;0;0.07;27.89;0.04;1.53;4.6;0.16;1;25/10/2022;3;2022;Barcelona
41.3888;2.159;201.94;0;0.07;27.18;0.04;1.51;4.67;0.15;1;25/10/2022;4;2022;Barcelona
41.3888;2.159;200.27;0;0.07;26.46;0.04;1.56;4.97;0.14;1;25/10/2022;5;2022;Barcelona
41.3888;2.159;200.27;0;0.07;25.39;0.04;1.65;5.14;0.14;1;25/10/2022;6;2022;Barcelona
41.3888;2.159;198.6;0.01;0.07;24.68;0.05;1.69;4.94;0.14;1;25/10/2022;7;2022;Barcelona
41.3888;2.159;196.93;0.01;0.05;24.32;0.05;1.61;4.41;0.13;1;25/10/2022;8;2022;Barcelona
41.3888;2.159;196.93;0;0.04;25.39;0.05;1.35;3.51;0.11;1;25/10/2022;9;2022;Barcelona
41.3888;2.159;198.6;0;0.03;26.46;0.04;1.03;2.52;0.1;1;25/10/2022;10;2022;Barcelona
41.3888;2.159;196.93;0;0.02;25.75;0.04;0.9;2.1;0.1;1;25/10/2022;11;2022;Barcelona
41.3888;2.159;196.93;0;0.02;25.03;0.04;0.75;1.78;0.1;1;25/10/2022;12;2022;Barcelona
41.3888;2.159;200.27;0;0.01;24.68;0.03;0.64;1.58;0.1;1;25/10/2022;13;2022;Barcelona
41.3888;2.159;200.27;0;0.01;23.96;0.03;0.62;1.55;0.1;1;25/10/2022;14;2022;Barcelona
41.3888;2.159;201.94;0;0.01;23.6;0.03;0.61;1.53;0.12;1;25/10/2022;15;2022;Barcelona
41.3888;2.159;203.61;0;0.02;23.25;0.03;0.59;1.44;0.13;1;25/10/2022;16;2022;Barcelona
41.3888;2.159;203.61;0;0.02;22.53;0.03;0.58;1.32;0.16;1;25/10/2022;17;2022;Barcelona
41.3888;2.159;201.94;0;0.03;21.82;0.04;0.61;1.33;0.18;1;25/10/2022;18;2022;Barcelona
41.3888;2.159;200.27;0;0.03;20.74;0.04;0.75;1.61;0.19;1;25/10/2022;19;2022;Barcelona
41.3888;2.159;198.6;0;0.03;19.67;0.05;1.01;2.05;0.21;1;25/10/2022;20;2022;Barcelona
41.3888;2.159;200.27;0;0.05;18.06;0.07;1.22;2.21;0.24;1;25/10/2022;21;2022;Barcelona
41.3888;2.159;196.93;0;0.06;17.52;0.07;1.18;2.29;0.25;1;25/10/2022;22;2022;Barcelona
41.3888;2.159;193.6;0;0.07;18.6;0.07;1.22;3.19;0.25;1;25/10/2022;23;2022;Barcelona
41.3888;2.159;191.93;0;0.07;18.95;0.06;1.48;4.45;0.25;1;26/10/2022;0;2022;Barcelona
41.3888;2.159;190.26;0;0.08;18.95;0.06;1.71;4.94;0.24;1;26/10/2022;1;2022;Barcelona
41.3888;2.159;188.59;0;0.08;18.95;0.05;1.81;4.91;0.23;1;26/10/2022;2;2022;Barcelona
41.3888;2.159;186.92;0;0.09;18.78;0.04;1.93;4.95;0.22;1;26/10/2022;3;2022;Barcelona
41.3888;2.159;186.92;0;0.1;18.78;0.04;2.15;5.29;0.21;1;26/10/2022;4;2022;Barcelona
41.3888;2.159;186.92;0;0.1;18.95;0.04;2.46;6.01;0.21;1;26/10/2022;5;2022;Barcelona
41.3888;2.159;186.92;0;0.11;19.49;0.05;2.81;6.96;0.2;1;26/10/2022;6;2022;Barcelona
41.3888;2.159;186.92;0.01;0.09;20.38;0.05;3.11;7.92;0.21;1;26/10/2022;7;2022;Barcelona
41.3888;2.159;186.92;0.01;0.07;21.99;0.06;3.31;8.41;0.2;1;26/10/2022;8;2022;Barcelona
41.3888;2.159;190.26;0;0.05;25.39;0.06;2.81;6.77;0.12;1;26/10/2022;9;2022;Barcelona
41.3888;2.159;191.93;0;0.03;26.11;0.05;2.22;5.2;0.09;1;26/10/2022;10;2022;Barcelona
41.3888;2.159;191.93;0;0.02;25.75;0.05;2.04;4.69;0.1;1;26/10/2022;11;2022;Barcelona
41.3888;2.159;193.6;0;0.01;25.03;0.05;1.85;4.14;0.1;1;26/10/2022;12;2022;Barcelona
41.3888;2.159;195.26;0;0.01;23.96;0.04;1.56;3.35;0.1;1;26/10/2022;13;2022;Barcelona
41.3888;2.159;195.26;0;0.01;22.89;0.04;1.38;2.87;0.1;1;26/10/2022;14;2022;Barcelona
41.3888;2.159;195.26;0;0.01;22.53;0.04;1.31;2.68;0.1;1;26/10/2022;15;2022;Barcelona
41.3888;2.159;195.26;0;0.01;22.35;0.04;1.31;2.71;0.12;1;26/10/2022;16;2022;Barcelona
41.3888;2.159;196.93;0;0.03;22.35;0.04;1.38;2.9;0.14;1;26/10/2022;17;2022;Barcelona
41.3888;2.159;196.93;0;0.04;21.46;0.04;1.5;3.27;0.19;1;26/10/2022;18;2022;Barcelona
41.3888;2.159;198.6;0;0.04;20.92;0.04;1.56;3.47;0.23;1;26/10/2022;19;2022;Barcelona
41.3888;2.159;200.27;0;0.04;20.92;0.05;1.5;3.35;0.25;1;26/10/2022;20;2022;Barcelona
41.3888;2.159;200.27;0;0.05;21.28;0.06;1.49;3.17;0.28;1;26/10/2022;21;2022;Barcelona
41.3888;2.159;195.26;0;0.06;21.82;0.06;1.45;2.79;0.27;1;26/10/2022;22;2022;Barcelona
41.3888;2.159;191.93;0;0.07;23.25;0.06;1.25;2.78;0.24;1;26/10/2022;23;2022;Barcelona
41.3888;2.159;188.59;0;0.07;25.03;0.05;1.25;3.68;0.22;1;27/10/2022;0;2022;Barcelona
41.3888;2.159;188.59;0;0.06;25.75;0.05;1.33;4.22;0.21;1;27/10/2022;1;2022;Barcelona
41.3888;2.159;186.92;0;0.06;26.11;0.05;1.38;4.35;0.19;1;27/10/2022;2;2022;Barcelona
41.3888;2.159;185.25;0;0.07;25.75;0.05;1.49;4.54;0.18;1;27/10/2022;3;2022;Barcelona
41.3888;2.159;183.58;0;0.07;25.03;0.05;1.64;4.81;0.17;1;27/10/2022;4;2022;Barcelona
41.3888;2.159;180.24;0;0.07;24.32;0.05;1.79;5.11;0.16;1;27/10/2022;5;2022;Barcelona
41.3888;2.159;178.58;0;0.07;23.96;0.06;1.85;4.96;0.15;1;27/10/2022;6;2022;Barcelona
41.3888;2.159;176.91;0;0.07;24.68;0.06;1.85;4.6;0.15;1;27/10/2022;7;2022;Barcelona
41.3888;2.159;173.57;0;0.06;25.75;0.06;1.85;4.37;0.14;1;27/10/2022;8;2022;Barcelona
41.3888;2.159;175.24;0;0.05;27.89;0.05;1.63;3.67;0.12;1;27/10/2022;9;2022;Barcelona
41.3888;2.159;175.24;0;0.03;30.04;0.04;1.3;2.72;0.11;1;27/10/2022;10;2022;Barcelona
41.3888;2.159;175.24;0;0.02;30.4;0.04;1.24;2.51;0.11;1;27/10/2022;11;2022;Barcelona
41.3888;2.159;176.91;0;0.02;28.97;0.03;1.16;2.45;0.11;1;27/10/2022;12;2022;Barcelona
41.3888;2.159;180.24;0;0.02;27.54;0.03;1.02;2.24;0.1;1;27/10/2022;13;2022;Barcelona
