momento;1-0005;5-0005;1-_006;5-_006;1-_007;5-_007;1-_008;5-_008;1-_010;5-_010;1-_011;5-_011;1-_016;5-_016;1-_018;5-_018;1-_019;5-_019;1-_021;5-_021;1-_035;5-_035;1-_038;5-_038;1-_039;5-_039;1-_041;5-_041;1-_043;5-_043;1-_045;5-_045;1-_047;5-_047;1-_050;5-_050;1-_064;5-_064;1-_065;5-_065;1-_066;5-_066;1-_067;5-_067;1-_071;5-_071;1-_076;5-_076;1-_078;5-_078;1-_079;5-_079;1-_083;5-_083;1-_084;5-_084;1-_089;5-_089;1-_092;5-_092;1-_095;5-_095;1-_096;5-_096;1-_097;5-_097;1-_098;5-_098;1-_099;5-_099;1-0112;5-0112;1-0116;5-0116;1-0109;5-0109
304;-280.23;-271.77;-302.72;-271.27;-193.25;-197.29;-293.71;-271.44;-195.79;-189.36;-206.98;-203.76;-226.71;-182.94;-184.86;-215.52;-245.15;-224.33;-231.71;-232.88;-269.97;-249.2;-326.42;-326.85;-341.52;-305.86;-254.33;-268.14;-269.1;-263.17;-258.79;-252.99;-263;-281.03;-293.25;-276.61;-318.2;-347.92;-199.88;-211.39;-161.88;-205.8;-326.04;-317.17;-227.75;-280.87;-156.08;-163.32;-209.39;-322.68;-213.61;-160.9;-345.19;-329.77;-361.59;-273.31;-258.75;-218.15;-246.98;-246.94;-77.6;-282.37;-276.56;-234.09;-280.44;-138.58;-248.9;-231.42;-321.04;-357.81;-274.39;-254.49;-339.52;-336.69;-269.6;-276.65
305;-279.15;-271.35;-302.05;-270.64;-192.54;-196.91;-292.88;-271.06;-195;-188.99;-206.22;-203.46;-225.75;-182.48;-184.15;-215.19;-244.4;-223.87;-231.09;-232.55;-269.1;-248.82;-325.88;-326.68;-340.6;-305.32;-253.53;-267.81;-268.55;-262.97;-257.66;-252.37;-262.34;-280.7;-292.46;-276.9;-317.49;-347.5;-199.47;-210.85;-161.08;-205.38;-325.21;-316.37;-226.83;-280.32;-155.24;-162.87;-208.6;-321.97;-212.4;-160.36;-344.11;-328.93;-360.92;-272.65;-257.62;-217.9;-246.32;-246.53;-76.52;-281.62;-275.81;-233.67;-280.11;-138.29;-248.19;-231.13;-320.45;-357.47;-273.56;-254.45;-338.93;-336.15;-268.85;-276.15
306;-277.73;-270.73;-301.09;-269.98;-191.58;-196.08;-292.33;-270.73;-194.5;-188.57;-205.39;-202.84;-225.08;-182.23;-183.61;-214.9;-243.69;-223.7;-230.13;-232.05;-268.43;-248.61;-325.08;-326.14;-340.14;-305.03;-252.57;-267.3;-267.59;-262.8;-256.83;-252.12;-259.38;-280.24;-291.79;-277.57;-316.57;-346.92;-198.8;-210.31;-160.46;-205.09;-324.54;-315.92;-225.54;-279.61;-154.87;-162.41;-207.93;-321.42;-211.48;-159.94;-343.32;-328.31;-359.92;-271.6;-256;-217.03;-245.52;-245.98;-75.68;-280.99;-275.31;-233.21;-279.61;-137.54;-247.11;-230.67;-319.95;-356.89;-272.93;-253.99;-337.98;-335.53;-267.8;-275.73
307;-276.73;-270.48;-300.39;-269.43;-190.87;-195.58;-291.54;-270.35;-193.75;-188.07;-204.72;-202.38;-224.08;-181.85;-182.99;-214.69;-243.02;-223.2;-229.42;-231.67;-267.59;-248.03;-324.54;-326.01;-339.39;-304.65;-252.03;-267.05;-267.01;-262.55;-255.79;-252.12;-259.33;-279.99;-291.58;-277.36;-316.03;-346.67;-198.34;-209.81;-159.62;-204.59;-323.71;-314.96;-224.5;-279.16;-153.95;-161.99;-207.02;-320.76;-210.15;-159.23;-342.31;-327.43;-359.34;-271.02;-254.83;-216.69;-244.9;-245.52;-74.68;-280.49;-274.77;-232.96;-279.15;-137.2;-246.28;-230.38;-318.78;-356.51;-271.97;-253.45;-337.31;-335.11;-266.97;-275.32
308;-275.48;-269.93;-299.34;-268.81;-189.91;-194.79;-291.04;-270.06;-193.37;-187.82;-203.8;-201.92;-223.45;-181.72;-182.4;-214.35;-242.44;-222.99;-228.63;-231.17;-267.13;-247.82;-323.79;-325.51;-338.89;-304.4;-251.11;-266.6;-265.88;-262.3;-255.08;-251.82;-259.12;-279.57;-291.46;-277.78;-315.2;-346.17;-197.71;-209.26;-159.08;-204.34;-323.16;-314.5;-223.25;-278.65;-153.32;-161.65;-206.31;-320.3;-209.48;-158.78;-341.48;-326.89;-358.42;-270.02;-253.16;-216.65;-244.11;-245.02;-73.76;-279.91;-274.19;-232.59;-278.69;-136.83;-245.27;-229.96;-317.41;-356.06;-271.31;-253.41;-336.43;-334.44;-266.05;-274.77
309;-274.48;-269.56;-298.59;-268.35;-189.2;-194.37;-290.37;-269.68;-192.67;-187.4;-203.18;-201.54;-222.41;-181.35;-181.69;-214.02;-241.81;-222.53;-228;-230.84;-266.55;-247.53;-323.33;-325.26;-338.23;-304.02;-250.36;-266.47;-265.22;-262.09;-253.95;-251.16;-258.92;-279.28;-291.25;-277.86;-314.53;-345.58;-197.3;-208.93;-158.25;-203.84;-322.33;-313.79;-222.49;-278.03;-152.49;-161.15;-205.39;-319.59;-208.14;-157.86;-340.56;-325.97;-357.75;-269.56;-251.91;-216.52;-243.52;-244.61;-72.8;-279.03;-273.56;-232.13;-278.36;-136.29;-244.48;-229.54;-316.91;-355.76;-270.31;-253.03;-335.81;-333.98;-265.3;-274.4
310;-273.18;-269.1;-297.59;-267.72;-188.24;-193.7;-289.83;-269.31;-192.25;-187.07;-202.39;-201.09;-221.7;-181.02;-181.23;-213.85;-241.19;-222.28;-227.25;-230.29;-266.22;-247.19;-322.41;-324.72;-337.72;-303.56;-249.7;-266.22;-264.51;-261.88;-253.12;-250.61;-258.54;-278.82;-289.79;-277.65;-313.78;-345.21;-196.88;-208.39;-157.58;-203.55;-321.75;-313.25;-221.24;-277.4;-151.99;-160.7;-204.81;-319.13;-207.31;-157.27;-339.69;-325.35;-356.92;-268.89;-250.32;-216.02;-242.69;-244.36;-72.1;-278.53;-273.02;-231.75;-277.9;-135.7;-243.48;-229.08;-315.82;-355.3;-269.6;-252.58;-334.85;-333.32;-264.34;-273.81
311;-272.35;-268.68;-296.88;-267.22;-187.7;-193.2;-289.16;-269.02;-191.46;-186.57;-201.72;-200.67;-220.74;-180.72;-180.44;-213.69;-240.56;-221.66;-226.58;-229.92;-265.47;-246.86;-321.95;-324.3;-336.89;-303.23;-249.11;-266.01;-263.8;-261.71;-251.95;-250.49;-258.33;-278.53;-289.58;-277.32;-313.07;-344.71;-196.5;-208.05;-156.79;-203.05;-320.83;-312.49;-220.41;-277.03;-151.24;-160.32;-203.89;-318.67;-206.27;-156.86;-338.64;-324.59;-356.42;-268.31;-249.28;-215.73;-242.23;-244.11;-71.01;-277.94;-272.22;-231.3;-277.65;-135.37;-242.56;-228.83;-315.2;-354.89;-268.68;-252.33;-334.26;-333.02;-263.63;-273.4
312;-270.93;-268.18;-296.05;-266.6;-186.7;-192.45;-288.58;-268.68;-191;-186.31;-200.88;-200.17;-220.08;-180.6;-179.94;-213.35;-240.18;-221.36;-225.67;-229.46;-265.05;-246.69;-321.29;-323.89;-336.39;-302.94;-248.19;-265.72;-262.8;-261.42;-251.2;-250.32;-257.87;-278.11;-288.66;-276.61;-312.32;-344.25;-196.17;-207.47;-156.2;-202.88;-320.29;-311.91;-219.32;-276.4;-150.61;-159.82;-203.26;-318.04;-205.6;-156.65;-337.89;-323.89;-355.54;-267.56;-248.03;-215.36;-241.52;-243.81;-70.3;-278.24;-271.68;-231;-277.15;-134.7;-241.48;-228.46;-314.61;-354.55;-268.05;-251.95;-333.39;-332.36;-262.71;-272.85
313;-270.01;-267.93;-295.42;-266.14;-186.12;-191.99;-287.87;-268.26;-190.37;-185.9;-200.22;-199.79;-219.12;-179.93;-179.27;-212.98;-239.68;-220.99;-225.04;-229.17;-264.46;-246.32;-320.79;-323.51;-335.89;-302.56;-247.44;-265.64;-262.21;-261.3;-249.99;-249.91;-257.29;-277.82;-288.2;-276.03;-311.73;-343.79;-195.79;-207.18;-155.49;-202.46;-319.41;-311.12;-218.41;-275.98;-149.86;-159.57;-202.51;-317.38;-204.76;-156.65;-336.81;-323.09;-354.95;-266.89;-247.15;-215.06;-241.02;-243.56;-69.51;-278.4;-270.85;-230.63;-276.9;-134.41;-240.81;-228.04;-313.32;-354.18;-267.13;-251.78;-332.93;-331.9;-262.17;-272.52
314;-268.8;-267.47;-294.5;-265.59;-185.2;-191.32;-287.37;-267.97;-189.79;-185.61;-199.34;-199.29;-218.36;-179.56;-178.86;-212.69;-239.31;-220.57;-224.33;-228.62;-263.92;-245.94;-320.12;-323.05;-335.35;-302.27;-246.44;-265.18;-261.38;-261.05;-249.28;-249.57;-256.71;-277.49;-287.83;-275.4;-310.94;-343.25;-195.29;-206.72;-154.91;-202.21;-318.99;-310.57;-217.24;-275.44;-149.4;-159.07;-201.72;-316.96;-204.26;-156.81;-336.06;-322.38;-354.2;-266.22;-246.11;-215.19;-240.35;-243.23;-68.76;-278.03;-270.31;-230.38;-276.31;-133.78;-239.73;-227.54;-312.19;-353.68;-266.55;-251.62;-332.01;-331.31;-261.17;-272.02
315;-267.93;-267.14;-293.84;-265.22;-184.57;-190.99;-286.87;-267.47;-189.16;-185.19;-198.63;-198.87;-217.57;-179.1;-177.98;-212.48;-238.81;-220.2;-223.79;-228.42;-263.3;-245.69;-319.62;-322.68;-334.76;-301.98;-245.77;-265.01;-260.58;-260.8;-248.4;-249.28;-256.12;-277.24;-287.7;-275.4;-310.36;-342.87;-194.88;-206.3;-154.07;-201.75;-318.33;-309.87;-216.32;-275.02;-148.73;-158.65;-200.8;-316.37;-203.39;-157.19;-335.05;-321.67;-353.54;-265.55;-245.19;-215.56;-239.81;-242.85;-67.8;-277.24;-269.55;-230;-275.98;-133.28;-238.97;-227.29;-311.69;-353.39;-265.88;-251.66;-331.38;-330.77;-260.58;-271.6
316;-266.68;-266.51;-293.04;-264.72;-183.65;-190.36;-286.16;-267.14;-188.79;-185.02;-197.71;-198.33;-216.99;-178.93;-177.4;-212.35;-238.43;-219.86;-222.91;-227.92;-262.8;-245.36;-318.91;-322.22;-334.3;-301.65;-244.9;-264.55;-259.79;-260.55;-247.65;-249.2;-255.37;-276.86;-286.2;-275.27;-309.48;-342.24;-194.46;-205.76;-153.49;-201.63;-317.78;-309.36;-215.19;-274.44;-148.23;-158.28;-200.05;-315.83;-202.8;-157.11;-334.26;-320.96;-352.7;-264.84;-244.11;-216.32;-239.02;-242.31;-67.13;-276.82;-269.14;-229.75;-275.35;-132.86;-237.93;-227.08;-310.27;-352.88;-265.34;-251.24;-330.55;-330.23;-259.71;-271.19
317;-265.88;-266.05;-292.42;-264.26;-183.03;-189.94;-285.49;-266.76;-187.99;-184.48;-197.13;-197.91;-216.11;-178.47;-176.85;-212.02;-237.89;-219.45;-222.33;-227.67;-262;-245.06;-318.41;-321.88;-333.59;-301.23;-244.27;-264.09;-259.21;-260.21;-246.61;-248.95;-254.7;-276.48;-285.83;-273.44;-308.94;-341.99;-194.25;-205.34;-152.82;-201.29;-316.99;-308.53;-214.44;-274.06;-147.44;-157.86;-199.3;-315.46;-201.93;-156.9;-333.26;-320.26;-352.16;-264.18;-243.31;-216.69;-238.43;-242.1;-66.25;-276.36;-268.47;-229.25;-274.98;-132.45;-237.22;-226.79;-309.77;-352.55;-264.59;-250.95;-329.96;-329.89;-258.96;-270.68
318;-264.72;-265.51;-291.5;-263.67;-182.11;-189.28;-284.99;-266.47;-187.45;-184.15;-196.34;-197.46;-215.65;-178.26;-176.48;-211.93;-237.68;-219.19;-221.66;-227.37;-261.38;-244.69;-317.74;-321.38;-333.14;-300.94;-243.44;-263.47;-258.37;-259.84;-246.02;-248.82;-253.91;-276.07;-285.24;-273.44;-308.23;-341.37;-193.62;-204.8;-152.24;-201;-316.36;-308.07;-213.23;-273.69;-147.15;-157.52;-198.63;-315.08;-201.3;-156.56;-332.47;-319.71;-351.33;-263.47;-242.14;-217.4;-237.76;-241.64;-65.59;-275.82;-268.01;-228.83;-274.44;-131.99;-236.18;-226.54;-309.36;-352.09;-264.05;-250.82;-329.13;-329.18;-258.04;-270.14
319;-263.96;-265.22;-290.83;-263.26;-181.57;-188.86;-284.24;-265.97;-186.66;-183.69;-195.71;-197.12;-214.82;-177.93;-175.94;-211.52;-237.22;-218.78;-220.95;-227.08;-260.54;-244.44;-317.24;-321.09;-332.51;-300.48;-242.9;-263.22;-257.75;-259.54;-245.15;-248.15;-253.33;-275.73;-284.37;-273.31;-307.56;-340.95;-193.33;-204.47;-151.49;-200.54;-315.78;-307.24;-212.65;-273.27;-146.4;-157.07;-197.8;-314.41;-200.51;-156.02;-331.47;-319.09;-350.62;-262.92;-241.27;-217.61;-237.35;-241.39;-64.71;-275.15;-267.39;-228.46;-273.94;-131.49;-235.47;-226.41;-308.98;-351.67;-263.3;-250.41;-328.55;-328.85;-257.33;-269.72
320;-262.88;-264.63;-290;-262.76;-180.61;-188.32;-283.74;-265.64;-186.2;-183.31;-194.79;-196.66;-214.36;-177.72;-175.56;-211.43;-236.93;-218.53;-220.41;-226.58;-260.21;-244.06;-316.61;-320.51;-331.93;-300.23;-242.27;-262.51;-256.96;-259.21;-244.4;-247.74;-252.62;-275.23;-283.91;-273.27;-306.77;-340.45;-192.83;-203.8;-150.9;-200.25;-315.2;-306.74;-211.56;-272.65;-145.98;-156.61;-197.3;-314;-199.8;-155.81;-330.84;-318.75;-349.82;-262.13;-240.27;-217.4;-236.51;-240.89;-63.96;-275.15;-267.01;-228.17;-273.52;-129.69;-234.47;-226.2;-308.15;-351.22;-262.84;-250.36;-327.84;-328.18;-256.54;-269.39
321;-262.13;-264.18;-289.29;-262.42;-180.02;-187.9;-282.99;-265.14;-185.28;-183.06;-194.25;-196.29;-213.65;-177.43;-175.18;-211.23;-236.43;-218.03;-219.87;-226.25;-259.46;-243.69;-316.11;-320.13;-331.3;-299.81;-241.85;-262.17;-256.45;-258.92;-243.56;-247.61;-252.12;-275.07;-283.66;-273.23;-306.23;-339.99;-192.41;-203.46;-150.24;-199.88;-314.49;-305.94;-210.81;-272.23;-145.44;-156.15;-196.5;-313.54;-198.96;-155.73;-329.92;-317.96;-349.24;-261.55;-239.52;-217.19;-235.93;-240.64;-63;-274.69;-266.43;-227.79;-273.06;-127.27;-233.72;-225.83;-307.39;-350.84;-261.96;-250.28;-327.21;-327.77;-255.95;-268.85
322;-261.09;-263.63;-288.5;-261.84;-179.15;-187.23;-282.45;-264.84;-184.7;-182.68;-193.46;-195.83;-213.36;-177.18;-174.73;-211.14;-235.85;-217.73;-219.07;-226;-258.96;-243.44;-315.49;-319.55;-330.88;-299.52;-241.1;-261.46;-255.75;-258.54;-243.06;-247.49;-251.36;-274.48;-283.41;-273.15;-305.43;-339.57;-191.91;-202.88;-149.74;-199.54;-313.99;-305.48;-209.73;-271.52;-145.06;-155.77;-195.88;-313.2;-198.34;-155.65;-329.21;-317.5;-348.32;-260.75;-238.6;-217.15;-235.22;-240.14;-62.37;-274.31;-266.01;-227.58;-272.48;-124.27;-232.8;-225.66;-306.35;-350.42;-261.42;-249.99;-326.54;-327.18;-255.04;-268.43
323;-260.38;-263.22;-287.91;-261.5;-178.56;-186.86;-281.82;-264.43;-183.78;-182.35;-192.87;-195.49;-212.52;-176.84;-174.18;-210.93;-235.26;-217.44;-218.61;-225.75;-258.46;-243.02;-314.99;-319.21;-330.17;-299.14;-240.52;-261.21;-255.33;-258.17;-242.19;-247.07;-250.78;-274.15;-283.2;-273.15;-304.93;-339.07;-191.54;-202.42;-149.03;-199.12;-313.24;-304.77;-208.98;-271.35;-144.56;-155.44;-195.04;-312.58;-197.71;-155.65;-328.09;-316.67;-347.7;-260.25;-237.97;-217.23;-234.64;-239.89;-61.54;-273.65;-265.59;-227.37;-272.18;-122.52;-232.13;-225.45;-305.43;-350.01;-260.67;-249.78;-325.96;-326.76;-254.41;-267.97
324;-259.38;-262.55;-287.16;-261.09;-177.69;-186.19;-281.32;-264.09;-183.19;-181.98;-192.08;-195.04;-212.06;-176.55;-173.81;-210.68;-234.76;-217.19;-218.07;-225.25;-258.08;-242.73;-314.4;-318.63;-329.84;-298.85;-239.81;-260.84;-254.49;-257.92;-241.56;-246.65;-250.2;-273.69;-282.53;-272.65;-304.14;-338.57;-190.95;-201.84;-148.61;-198.83;-312.9;-304.19;-207.98;-270.56;-144.15;-155.06;-194.42;-312.08;-197.13;-155.9;-327.25;-316.25;-346.86;-259.46;-236.97;-217.28;-233.93;-239.56;-60.91;-273.36;-265.22;-227.08;-271.56;-120.35;-231.17;-225.16;-302.51;-349.55;-260.21;-249.78;-325.21;-326.1;-253.7;-267.56
325;-258.75;-262.26;-286.62;-260.71;-177.06;-185.81;-280.65;-263.72;-182.24;-181.56;-191.46;-194.62;-211.48;-176.34;-173.18;-210.56;-234.22;-216.82;-217.57;-225.04;-257.5;-242.56;-313.94;-318.25;-329.3;-298.56;-239.35;-260.59;-253.95;-257.54;-240.64;-246.11;-249.7;-273.4;-282.03;-272.48;-303.6;-338.11;-190.58;-201.5;-147.82;-198.46;-312.28;-303.48;-207.27;-270.27;-143.52;-154.52;-193.54;-311.58;-196.38;-156.11;-326.04;-315.62;-346.36;-259.08;-236.3;-217.23;-233.34;-239.14;-60.12;-272.98;-264.67;-226.75;-271.27;-119.09;-230.51;-224.99;-301.93;-349.21;-259.38;-249.07;-324.58;-325.68;-253.16;-267.1
326;-257.87;-261.71;-285.78;-260.17;-176.19;-185.27;-280.15;-263.38;-181.73;-181.22;-190.75;-194.16;-211.06;-176.01;-172.76;-210.39;-233.72;-216.48;-216.99;-224.54;-257;-242.23;-313.24;-317.79;-328.84;-298.39;-238.85;-260.09;-253.28;-257.25;-240.1;-245.98;-248.99;-273.02;-279.82;-272.1;-302.76;-337.7;-190.12;-200.96;-147.19;-198.04;-311.73;-302.81;-206.35;-269.85;-143.02;-154.27;-193.04;-311.28;-195.75;-156.4;-325.25;-315.04;-345.44;-258.33;-235.43;-216.82;-232.67;-238.85;-59.58;-272.65;-264.34;-226.46;-270.81;-117.63;-229.5;-224.66;-301.22;-348.67;-259.04;-249.2;-323.92;-325.01;-252.32;-266.6
327;-257.12;-261.25;-285.28;-259.92;-175.56;-184.85;-279.48;-262.97;-180.98;-180.89;-190.12;-193.83;-210.35;-175.76;-172.22;-210.22;-233.26;-216.23;-216.4;-224.33;-256.2;-241.89;-312.78;-317.29;-328.09;-297.97;-238.26;-259.92;-252.74;-257;-239.18;-245.77;-248.44;-272.56;-279.57;-271.69;-302.26;-337.24;-189.83;-200.54;-146.48;-197.54;-311.02;-302.23;-205.64;-269.31;-142.56;-153.69;-192.25;-310.74;-194.96;-156.69;-324;-314.25;-344.9;-257.87;-234.64;-216.57;-232.13;-238.51;-58.83;-272.23;-263.88;-226.12;-270.56;-116.76;-228.88;-224.45;-300.97;-348.42;-258.21;-248.99;-323.29;-324.59;-251.82;-266.43
328;-256.25;-260.67;-284.53;-259.5;-174.77;-184.4;-279.03;-262.67;-180.4;-180.51;-189.37;-193.32;-209.9;-175.47;-171.81;-209.89;-233.01;-215.9;-215.86;-224.12;-255.7;-241.73;-312.19;-316.88;-327.59;-297.64;-237.6;-259.38;-252.03;-256.54;-238.56;-245.44;-247.78;-272.15;-279.4;-271.31;-301.43;-336.69;-189.24;-200.08;-145.94;-197.25;-310.57;-301.56;-204.72;-268.97;-142.02;-153.35;-191.62;-310.28;-194.46;-156.73;-323.16;-313.7;-344.07;-257.29;-233.68;-216.02;-231.38;-238.26;-58.08;-271.98;-263.8;-225.95;-270.06;-115.26;-228;-224.16;-300.68;-347.75;-257.71;-248.82;-322.62;-324.01;-251.11;-265.97
329;-255.58;-260.25;-283.95;-259.17;-174.06;-183.94;-278.36;-262.3;-179.69;-180.26;-188.7;-193.12;-209.27;-175.05;-171.14;-209.6;-232.51;-215.61;-215.49;-223.78;-255.2;-241.39;-311.73;-316.46;-326.84;-295.68;-237.06;-258.96;-251.57;-255.91;-237.76;-245.02;-247.32;-271.85;-279.4;-271.1;-300.76;-336.28;-188.91;-199.75;-145.23;-196.91;-309.94;-300.81;-204.01;-268.56;-141.39;-152.93;-190.91;-309.87;-193.75;-156.9;-321.91;-312.99;-343.44;-256.71;-233.01;-215.48;-230.84;-238.01;-57.37;-271.35;-263.38;-225.54;-269.81;-114.5;-227.42;-223.95;-300.39;-347.42;-256.96;-248.65;-322.12;-323.51;-250.53;-265.84
330;-254.7;-259.79;-283.24;-258.71;-173.22;-183.39;-277.82;-261.88;-179.27;-179.81;-187.95;-192.53;-208.69;-174.8;-170.85;-209.39;-232.22;-215.23;-215.03;-223.49;-254.87;-241.18;-311.11;-316;-326.42;-295.76;-236.3;-258.54;-250.78;-255.16;-237.43;-244.77;-246.73;-271.39;-279.28;-270.73;-300.01;-335.74;-188.45;-199.38;-144.73;-196.37;-309.31;-300.23;-203.05;-268.14;-140.93;-152.6;-190.37;-309.82;-193.37;-156.98;-321.12;-312.66;-342.56;-256.12;-232.09;-214.56;-230.17;-237.85;-56.78;-271.1;-263.13;-225.25;-269.39;-113.54;-226.5;-223.53;-299.68;-347;-256.37;-248.4;-321.29;-323.01;-249.86;-265.39
331;-253.99;-259.42;-282.65;-258.33;-172.68;-182.94;-277.15;-261.5;-178.52;-179.35;-187.28;-192.11;-207.85;-174.42;-170.18;-209.26;-231.76;-214.94;-214.69;-223.16;-254.2;-241.06;-310.69;-315.58;-325.75;-295.89;-235.76;-258.38;-250.32;-254.87;-236.76;-244.86;-246.36;-271.06;-278.19;-270.56;-299.38;-335.32;-188.12;-199;-143.89;-196.08;-308.65;-299.43;-202.39;-267.93;-140.27;-152.06;-189.62;-309.82;-192.87;-157.15;-319.99;-311.91;-341.9;-255.66;-231.51;-214.02;-229.71;-237.35;-56.16;-270.6;-262.63;-224.95;-268.97;-112.96;-225.71;-223.33;-299.09;-346.63;-255.66;-248.32;-320.83;-322.55;-249.24;-265.22
332;-253.12;-258.92;-281.9;-257.96;-171.76;-182.43;-276.61;-261.17;-177.98;-179.22;-186.53;-191.66;-207.31;-174.21;-169.76;-209.1;-231.46;-214.81;-214.03;-222.83;-253.7;-240.64;-310.11;-315.12;-325.13;-295.93;-235.01;-257.96;-249.53;-254.54;-236.39;-244.69;-245.82;-270.56;-277.86;-270.27;-298.63;-334.9;-187.74;-198.54;-143.39;-195.87;-308.15;-298.93;-201.55;-267.56;-139.93;-151.72;-189.04;-309.78;-192.5;-157.27;-319.2;-311.33;-341.06;-255.04;-230.63;-212.94;-228.92;-236.89;-55.45;-270.23;-262.38;-224.66;-268.6;-112;-224.96;-223.16;-298.01;-346.17;-255.08;-248.11;-320.12;-321.97;-248.61;-264.76
333;-252.41;-258.63;-281.4;-257.79;-171.18;-182.02;-276.02;-260.71;-177.19;-178.85;-185.95;-191.28;-206.6;-173.84;-169.3;-208.85;-231.01;-214.35;-213.48;-222.7;-253.2;-240.35;-309.56;-314.58;-324.54;-295.93;-234.51;-257.83;-249.11;-253.99;-235.68;-244.27;-245.48;-270.1;-277.9;-270.06;-298.13;-334.48;-187.41;-198.16;-142.73;-195.29;-307.35;-298.27;-200.93;-267.22;-139.06;-151.22;-188.37;-309.66;-192;-156.73;-318.2;-310.78;-340.44;-254.54;-230.09;-212.44;-228.46;-236.59;-54.74;-269.81;-262.09;-224.24;-268.26;-111.42;-224.37;-222.95;-297.42;-345.83;-254.37;-248.07;-319.62;-321.38;-247.99;-264.34
334;-251.53;-257.96;-280.65;-257.21;-170.35;-181.56;-275.56;-260.5;-176.73;-178.55;-185.36;-190.86;-206.27;-173.55;-168.97;-208.6;-230.67;-214.23;-212.94;-222.32;-252.83;-240.14;-309.02;-314.16;-324.17;-295.89;-233.76;-257.5;-248.36;-253.41;-235.09;-244.11;-244.98;-269.6;-277.82;-269.98;-297.42;-334.07;-187.12;-197.79;-142.18;-195.08;-307.02;-297.68;-200.05;-266.72;-138.6;-150.89;-187.83;-309.45;-191.62;-154.98;-317.32;-310.24;-339.52;-253.95;-229.34;-212.35;-227.67;-235.93;-54.28;-269.52;-261.79;-224.04;-267.84;-110.79;-223.62;-222.53;-296.51;-345.42;-253.78;-247.65;-318.91;-320.88;-247.36;-263.97
335;-250.86;-257.58;-280.23;-256.92;-169.76;-181.14;-274.85;-260;-175.89;-178.18;-184.74;-190.53;-205.64;-173.13;-168.3;-208.43;-230.34;-214.06;-212.48;-221.87;-252.37;-239.85;-308.52;-313.79;-323.41;-295.51;-233.13;-257.21;-247.82;-253.24;-234.26;-243.98;-244.61;-269.18;-277.56;-269.72;-296.84;-333.73;-186.62;-197.5;-141.52;-194.53;-306.31;-296.89;-199.38;-266.39;-137.89;-150.39;-187.03;-309.32;-191;-152.52;-316.28;-309.7;-339.14;-253.49;-228.67;-211.89;-227.08;-235.68;-53.57;-269.1;-261.42;-223.83;-267.55;-110.25;-222.83;-222.24;-293.88;-344.96;-252.99;-247.74;-318.45;-320.46;-246.86;-263.55
336;-249.95;-257.04;-279.4;-256.46;-169.01;-180.6;-274.39;-259.71;-175.48;-177.97;-184.03;-189.99;-205.31;-172.84;-167.84;-208.18;-229.96;-213.73;-211.69;-221.53;-251.99;-239.77;-307.94;-313.33;-322.96;-295.3;-232.59;-256.75;-247.19;-252.74;-233.63;-243.94;-244.11;-268.77;-277.19;-269.39;-296.09;-333.11;-185.24;-197.12;-141.06;-194.03;-305.85;-296.35;-198.55;-265.93;-137.47;-150.18;-186.37;-309.2;-190.45;-150.93;-315.53;-309.16;-338.23;-253.08;-227.96;-211.27;-226.42;-235.26;-52.95;-268.89;-261.17;-223.58;-267.09;-109.83;-222.12;-221.7;-292.96;-344.5;-252.45;-247.49;-317.62;-319.88;-246.11;-263.13
337;-249.32;-256.75;-278.98;-256.21;-168.34;-180.35;-273.68;-259.34;-174.81;-177.55;-183.49;-189.78;-204.81;-172.46;-167.22;-207.89;-229.71;-213.44;-211.31;-221.32;-251.41;-239.43;-307.52;-312.95;-322.29;-295.05;-232.22;-256.58;-246.73;-252.45;-233.09;-243.69;-243.81;-268.43;-276.77;-269.31;-295.5;-332.69;-184.24;-196.83;-140.35;-193.53;-305.18;-295.47;-198.01;-265.72;-136.84;-149.68;-185.57;-308.91;-189.83;-149.18;-314.53;-308.4;-337.64;-252.74;-227.42;-211.02;-226;-235.05;-52.19;-268.51;-260.67;-223.24;-266.8;-109.25;-221.45;-221.49;-292.63;-344.08;-251.78;-247.36;-317.07;-319.42;-245.65;-262.8
338;-248.53;-256.33;-278.23;-255.83;-167.51;-179.93;-273.18;-258.96;-174.31;-177.22;-182.82;-189.19;-204.39;-172.21;-166.8;-207.6;-229.34;-213.27;-210.81;-221.03;-251.03;-239.1;-306.89;-312.54;-321.91;-294.76;-231.55;-256.16;-246.07;-252.07;-232.76;-243.65;-243.27;-267.89;-276.27;-269.22;-294.84;-332.06;-182.86;-196.29;-139.85;-193.16;-304.68;-295.05;-197.17;-265.22;-136.43;-149.3;-185.11;-308.74;-189.54;-148.3;-313.74;-307.78;-336.72;-252.45;-226.67;-210.85;-225.29;-234.84;-51.61;-268.18;-260.38;-223.08;-266.38;-108.54;-220.58;-220.99;-291.92;-343.54;-251.36;-247.15;-316.45;-319;-244.81;-262.38
